cik,name,alias,alias_clean,alias_source
0000008504,AGEAGLE AERIAL SYSTEMS,MILLENNIUM PLASTICS CORP,millennium plastics,sec_former_name
0000008504,AGEAGLE AERIAL SYSTEMS,AURORA CORP,aurora,sec_former_name
0000861441,LOCORR FUTURES PORTFOLIO FUND L.P.,FUTURES PORTFOLIO FUND L.P.,futures portfolio fund lp,sec_former_name
0000861441,LOCORR FUTURES PORTFOLIO FUND L.P.,FUTURES PORTFOLIO FUND LP,futures portfolio fund lp,sec_former_name
0000880242,BIOLARGO INC,NUWAY MEDICAL INC,nuway medical,sec_former_name
0000880242,BIOLARGO INC,NUWAY ENERGY INC,nuway energy,sec_former_name
0000880242,BIOLARGO INC,LATIN AMERICAN CASINOS INC,latin american casinos,sec_former_name
0000894556,CITROTECH INC,"General Enterprise Ventures, Inc.",general enterprise ventures,sec_current_name
0000894556,CITROTECH INC,"GENERAL ENTERTAINMENT VENTURES, INC",general entertainment ventures,sec_former_name
0000894556,CITROTECH INC,"GENERAL ENVIRONMENTAL VENTURES, INC",general environmental ventures,sec_former_name
0000894556,CITROTECH INC,"GENERAL ENVIRONMENTAL MANAGEMENT, INC",general environmental management,sec_former_name
0000919864,FINWARD BANCORP,NORTHWEST INDIANA BANCORP,northwest indiana bancorp,sec_former_name
0000924515,GUIDED THERAPEUTICS INC,SPECTRX INC,spectrx,sec_former_name
0000093314,VOLITIONRX LTD,STANDARD CAPITAL CORP,standard capital,sec_former_name
0001023994,OLENOX INDUSTRIES INC,SAFE & GREEN HOLDINGS CORP.,safe green,sec_current_name
0001023994,OLENOX INDUSTRIES INC,"SG BLOCKS, INC.",sg blocks,sec_former_name
0001023994,OLENOX INDUSTRIES INC,CDSI HOLDINGS INC,cdsi,sec_former_name
0001023994,OLENOX INDUSTRIES INC,PC411 INC,pc411,sec_former_name
0001416090,BLUSKY AI INC,INCEPTION MINING INC.,inception mining,sec_former_name
0001416090,BLUSKY AI INC,GOLD AMERICAN MINING CORP.,gold american mining,sec_former_name
0001416090,BLUSKY AI INC,"SILVER AMERICA, INC.",silver america,sec_former_name
0001604191,GRIDAI TECHNOLOGIES CORP,"Entero Therapeutics, Inc.",entero therapeutics,sec_current_name
0001604191,GRIDAI TECHNOLOGIES CORP,"First Wave BioPharma, Inc.",first wave biopharma,sec_former_name
0001604191,GRIDAI TECHNOLOGIES CORP,"AzurRx BioPharma, Inc.",azurrx biopharma,sec_former_name
0001604191,GRIDAI TECHNOLOGIES CORP,"BioPharma d'Azur, Inc.",biopharma dazur,sec_former_name
0001630176,HEALTHY EXTRACTS INC,HEALTHLY EXTRACTS INC.,healthly extracts,sec_former_name
0001630176,HEALTHY EXTRACTS INC,GREY CLOAK TECH INC.,grey cloak tech,sec_former_name
0001795815,CALIFORNIA BANCRP,California BanCorp \ CA,california bancorp ca,sec_current_name
0001795815,CALIFORNIA BANCRP,Southern California Bancorp \ CA,southern california bancorp ca,sec_former_name
0001823466,FISCALNOTE HOLDINGS INC,"FiscalNote Holdings, Inc.",fiscalnote holdings,sec_current_name
0001823466,FISCALNOTE HOLDINGS INC,Duddell Street Acquisition Corp.,duddell street acquisition,sec_former_name
0001828536,ENERGY VAULT HOLDINGS INC,"Energy Vault Holdings, Inc.",energy vault holdings,sec_current_name
0001828536,ENERGY VAULT HOLDINGS INC,Novus Capital Corp II,novus capital corp ii,sec_former_name
0001902733,NCINO INC,"Penny HoldCo, Inc.",penny holdco,sec_former_name
0001969475,BAYVIEW ACQUISITION CP -REDH,Bayview Acquisition Corp,bayview acquisition,sec_current_name
0000078239,PVH CORP,PVH CORP. /DE/,pvh corp de,sec_current_name
0000078239,PVH CORP,PHILLIPS VAN HEUSEN CORP /DE/,phillips van heusen corp de,sec_former_name
0000793306,BLUE DOLPHIN ENERGY CO,MUSTANG RESOURCES CORP,mustang resources,sec_former_name
0000793306,BLUE DOLPHIN ENERGY CO,ZIM ENERGY CORP,zim energy,sec_former_name
0000868278,PROPHASE LABS INC,QUIGLEY CORP,quigley,sec_former_name
0001070235,BLACKBERRY LTD,RESEARCH IN MOTION LTD,research in motion,sec_former_name
0001089815,ELITE HEALTH SYSTEMS INC,"U.S. NeuroSurgical Holdings, Inc.",us neurosurgical holdings,sec_former_name
0001089815,ELITE HEALTH SYSTEMS INC,US NEUROSURGICAL INC,us neurosurgical,sec_former_name
0000109198,TJX COS INC (THE),TJX COMPANIES INC /DE/,tjx companies inc de,sec_current_name
0000109198,TJX COS INC (THE),ZAYRE CORP,zayre,sec_former_name
0001132105,SPORTSMANS WAREHOUSE HLDGS,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",sportsmans warehouse holdings,sec_current_name
0001132105,SPORTSMANS WAREHOUSE HLDGS,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC",sportsmans warehouse holdings,sec_former_name
0001132105,SPORTSMANS WAREHOUSE HLDGS,SPORTSMANS WAREHOUSE HOLDINGS INC,sportsmans warehouse,sec_former_name
0001174891,CALETHOS INC,"RealSource Residential, Inc",realsource residential,sec_former_name
0001174891,CALETHOS INC,UPSTREAM BIOSCIENCES INC.,upstream biosciences,sec_former_name
0001174891,CALETHOS INC,FORCE ENERGY CORP.,force energy,sec_former_name
0001737193,LUDUSON G INC,"Baja Custom Design, Inc.",baja custom design,sec_former_name
0001859199,REALPHA TECH CORP,ReAlpha Asset Management Inc,realpha asset management,sec_former_name
0001860871,TEVOGEN BIO HOLDINGS INC,Semper Paratus Acquisition Corp,semper paratus acquisition,sec_former_name
0001913577,SEMNUR PHARMACEUTICALS INC,Denali Capital Acquisition Corp.,denali capital acquisition,sec_current_name
0001829311,BITMINE IMMERSION TECH INC,"BITMINE IMMERSION TECHNOLOGIES, INC.",bitmine immersion technologies,sec_current_name
0001829311,BITMINE IMMERSION TECH INC,"Sandy Springs Holdings, Inc.",sandy springs holdings,sec_former_name
0001015155,CHARLES & COLVARD LTD,C3 INC /NC/,c3 inc nc,sec_former_name
0001852019,IX ACQUISITION CORP -REDH,IX Acquisition Corp.,ix acquisition,sec_current_name
0001901336,ALCHEMY INVES ACQ CP 1 -REDH,Alchemy Investments Acquisition Corp 1,alchemy investments acquisition corp 1,sec_current_name
0001901336,ALCHEMY INVES ACQ CP 1 -REDH,VAM Acquisition Corp.,vam acquisition,sec_former_name
0000803578,FIREFLY NEUROSCIENCE INC,"WAVEDANCER, INC.",wavedancer,sec_former_name
0000803578,FIREFLY NEUROSCIENCE INC,INFORMATION ANALYSIS INC,information analysis,sec_former_name
0001427570,VYOME HOLDINGS INC,ReShape Lifesciences Inc.,reshape lifesciences,sec_current_name
0001427570,VYOME HOLDINGS INC,OBALON THERAPEUTICS INC,obalon therapeutics,sec_former_name
0001505952,DOMO INC,"LIGHTSTORM, INC.",lightstorm,sec_former_name
0001505952,DOMO INC,"SHACHO, INC.",shacho,sec_former_name
0001600347,Hapi Metaverse Inc.,GigWorld Inc.,gigworld,sec_former_name
0001600347,Hapi Metaverse Inc.,HotApp Blockchain Inc.,hotapp blockchain,sec_former_name
0001600347,Hapi Metaverse Inc.,"HotApp Blockchain, Inc.",hotapp blockchain,sec_former_name
0001839133,IR-MED INC,"International Display Advertising, Inc.",international display advertising,sec_former_name
0001530425,ARTISAN CONSUMER GOODS INC,"Lash, Inc.",lash,sec_former_name
0001530425,ARTISAN CONSUMER GOODS INC,Cassidy Ventures Inc.,cassidy ventures,sec_former_name
0001084267,MOBIQUITY TECHNOLOGIES INC,ACE MARKETING & PROMOTIONS INC,ace marketing promotions,sec_former_name
0001420565,REIN THERAPEUTICS INC,"Aileron Therapeutics, Inc.",aileron therapeutics,sec_former_name
0001420565,REIN THERAPEUTICS INC,AILERON THERAPEUTICS INC,aileron therapeutics,sec_former_name
0001447380,MOBIVITY HOLDINGS CORP,COMMERCETEL CORP,commercetel,sec_former_name
0001447380,MOBIVITY HOLDINGS CORP,ARES VENTURES CORP.,ares ventures,sec_former_name
0001820875,CXAPP INC,"KINS Technology Group, Inc.",kins technology group,sec_former_name
0001826397,AVAX ONE TECHNOLOGY LTD,AGRIFORCE GROWING SYSTEMS LTD.,agriforce growing systems,sec_current_name
0000846377,TOTALIGENT INC,"ALLTEMP, INC.",alltemp,sec_former_name
0000846377,TOTALIGENT INC,"SOURCE FINANCIAL, INC.",source financial,sec_former_name
0000846377,TOTALIGENT INC,"WIKI GROUP, INC.",wiki group,sec_former_name
0000912544,NOVELSTEM INTERNATIONAL CORP,HOLLYWOOD MEDIA CORP,hollywood media,sec_former_name
0000912544,NOVELSTEM INTERNATIONAL CORP,HOLLYWOOD COM INC,hollywood com,sec_former_name
0001520358,MAMA'S CREATIONS INC,"MamaMancini's Holdings, Inc.",mamamancinis holdings,sec_former_name
0001520358,MAMA'S CREATIONS INC,"MASCOT PROPERTIES, INC.",mascot properties,sec_former_name
0001869974,OCEAN BIOMEDICAL INC,"Ocean Biomedical, Inc./DE",ocean biomedical incde,sec_former_name
0001869974,OCEAN BIOMEDICAL INC,Aesther Healthcare Acquisition Corp.,aesther healthcare acquisition,sec_former_name
0001673481,SPORTS ENTERTMT GMG GBL CORP,Lottery.com Inc.,lotterycom,sec_current_name
0001673481,SPORTS ENTERTMT GMG GBL CORP,Trident Acquisitions Corp.,trident acquisitions,sec_former_name
0001597846,GREENPRO CAPITAL CORP,"Greenpro, Inc.",greenpro,sec_former_name
0001635077,ACLARION INC,"Nocimed, Inc.",nocimed,sec_former_name
0001734750,CORVEX INC,Movano Inc.,movano,sec_current_name
0001734750,CORVEX INC,Maestro Sensors Inc.,maestro sensors,sec_former_name
0001889450,FUTURETECH II ACQ CORP -REDH,FutureTech II Acquisition Corp.,futuretech ii acquisition,sec_current_name
0001889450,FUTURETECH II ACQ CORP -REDH,Future Tech II Acquisition Corp.,future tech ii acquisition,sec_former_name
0001919182,UNIVERSAL TOKEN INC,"Eco Bright Future, Inc.",eco bright future,sec_current_name
0001081938,CANNAPHARMARX INC,GOLDEN DRAGON HOLDING CO.,golden dragon,sec_former_name
0001081938,CANNAPHARMARX INC,"CCVG, INC.",ccvg,sec_former_name
0001081938,CANNAPHARMARX INC,"CONCORD VENTURES, INC.",concord ventures,sec_former_name
0001467761,FIEE INC,"MINIM, INC.",minim,sec_former_name
0001467761,FIEE INC,"Zoom Telephonics, Inc.",zoom telephonics,sec_former_name
0001701758,LOVESAC CO (THE),Lovesac Co,lovesac,sec_current_name
0001854963,SHF HOLDINGS INC,"SHF Holdings, Inc.",shf holdings,sec_current_name
0001854963,SHF HOLDINGS INC,Northern Lights Acquisition Corp.,northern lights acquisition,sec_former_name
0002040127,KARMAN HOLDINGS INC,TCFIII SPACECO HOLDINGS LLC,tcfiii spaceco,sec_former_name
0000878932,EQUUS TOTAL RETURN INC,EQUUS II INC,equus ii,sec_former_name
0001375205,UR ENERGY INC,UR-ENERGY INC,urenergy,sec_current_name
0001398805,BEAM GLOBAL,"Envision Solar International, Inc.",envision solar international,sec_former_name
0001398805,BEAM GLOBAL,"Casita Enterprises, Inc.",casita enterprises,sec_former_name
0001580490,I-ON Digital Corp.,I-ON Communications Corp.,ion communications,sec_former_name
0001580490,I-ON Digital Corp.,Evans Brewing Co Inc.,evans brewing,sec_former_name
0001580490,I-ON Digital Corp.,"Evans Brewing Company, Inc.",evans brewing company,sec_former_name
0001613780,DBV TECHNOLOGIES S A,DBV Technologies S.A.,dbv technologies sa,sec_current_name
0001763329,AIBOTICS INC,"Mycotopia Therapies, Inc.",mycotopia therapies,sec_former_name
0001763329,AIBOTICS INC,"20/20 Global, Inc.",2020 global,sec_former_name
0001875493,CSLM ACQUISITION CORP.,"Consilium Acquisition Corp I, Ltd.",consilium acquisition corp i,sec_former_name
0000912463,GUESS INC,GUESS INC ET AL/CA/,guess inc et alca,sec_former_name
0001136174,ONTRAK INC,"CATASYS, INC.",catasys,sec_former_name
0001136174,ONTRAK INC,"HYTHIAM, INC.",hythiam,sec_former_name
0001136174,ONTRAK INC,HYTHIAM INC,hythiam,sec_former_name
0001481443,"TechCom, Inc.",RMD Entertainment Group,rmd entertainment,sec_former_name
0001494413,TWO HANDS CORP,Innovative Product Opportunities Inc.,innovative product opportunities,sec_former_name
0001687542,FREIGHT TECHNOLOGIES INC,Hudson Capital Inc.,hudson capital,sec_former_name
0001687542,FREIGHT TECHNOLOGIES INC,"China Internet Nationwide Financial Services, Inc.",china internet nationwide financial services,sec_former_name
0001741489,ELVICTOR GROUP INC,"Elvictor Group, Inc.",elvictor group,sec_current_name
0001741489,ELVICTOR GROUP INC,"Thenablers, Inc.",thenablers,sec_former_name
0001771995,AMERICAN PICTURE HOUSE CORP,Life Design Station International Inc,life design station international,sec_former_name
0001774675,SKILLSOFT CORP,Churchill Capital Corp II,churchill capital corp ii,sec_former_name
0001774675,SKILLSOFT CORP,Hornblower Acquisition Corp,hornblower acquisition,sec_former_name
0001862935,CURRENC GROUP INC,InFinT Acquisition Corp,infint acquisition,sec_former_name
0002001557,INNVENTURE INC,"Learn SPAC HoldCo, Inc.",learn spac holdco,sec_former_name
0000314227,TOMI ENVIRONMENTAL SOLUTINS,"TOMI Environmental Solutions, Inc.",tomi environmental solutions,sec_current_name
0000314227,TOMI ENVIRONMENTAL SOLUTINS,"Ozone Man, Inc.",ozone man,sec_former_name
0000314227,TOMI ENVIRONMENTAL SOLUTINS,RPS GROUP INC,rps,sec_former_name
0000314227,TOMI ENVIRONMENTAL SOLUTINS,DAUPHIN INC,dauphin,sec_former_name
0000822370,EMMAUS LIFE SCIENCES INC,"MYnd Analytics, Inc.",mynd analytics,sec_former_name
0000822370,EMMAUS LIFE SCIENCES INC,"CNS RESPONSE, INC.",cns response,sec_former_name
0000822370,EMMAUS LIFE SCIENCES INC,"STRATIVATION, INC.",strativation,sec_former_name
0000866439,DARKPULSE INC,KLEVER MARKETING INC,klever marketing,sec_former_name
0000866439,DARKPULSE INC,VIDEOCART INC,videocart,sec_former_name
0001034760,WIDEPOINT CORP,ZMAX CORP,zmax,sec_former_name
0001042187,YUNHONG GREEN CTI LTD,Yunhong CTI Ltd.,yunhong cti,sec_former_name
0001042187,YUNHONG GREEN CTI LTD,CTI INDUSTRIES CORP,cti industries,sec_former_name
0001064722,GIVEMEPOWER CORP,TELNET WORLD COMMUNICATIONS INC,telnet world communications,sec_former_name
0001066923,FUTURE FINTECH GROUP INC,"SkyPeople Fruit Juice, Inc",skypeople fruit juice,sec_former_name
0001066923,FUTURE FINTECH GROUP INC,ENTECH ENVIRONMENTAL TECHNOLOGIES INC,entech environmental technologies,sec_former_name
0001066923,FUTURE FINTECH GROUP INC,CYBER PUBLIC RELATIONS INC,cyber public relations,sec_former_name
0001101433,QUOTEMEDIA INC,QUOTEMEDIA COM INC,quotemedia com,sec_former_name
0001132509,NEW MOMENTUM CORP,"Eason Education Kingdom Holdings, Inc.",eason education kingdom holdings,sec_former_name
0001132509,NEW MOMENTUM CORP,HAN LOGISTICS INC,han logistics,sec_former_name
0000012239,DOMINARI HOLDINGS INC,AIkido Pharma Inc.,aikido pharma,sec_former_name
0000012239,DOMINARI HOLDINGS INC,Aikido Pharma Inc.,aikido pharma,sec_former_name
0000012239,DOMINARI HOLDINGS INC,SPHERIX INC,spherix,sec_former_name
0001314196,OLB GROUP INC (THE),"OLB GROUP, INC.",olb group,sec_current_name
0001320760,TSS INC,"Fortress International Group, Inc.",fortress international group,sec_former_name
0001352952,CFN ENTERPRISES INC,Accelerize Inc.,accelerize,sec_former_name
0001352952,CFN ENTERPRISES INC,ACCELERIZE NEW MEDIA INC,accelerize new media,sec_former_name
0001376321,ZW DATA ACTION TECHNOLGY INC,ZW Data Action Technologies Inc.,zw data action technologies,sec_current_name
0001376321,ZW DATA ACTION TECHNOLGY INC,"ChinaNet Online Holdings, Inc.",chinanet online holdings,sec_former_name
0001376321,ZW DATA ACTION TECHNOLGY INC,"EMAZING INTERACTIVE, INC.",emazing interactive,sec_former_name
0001391426,EMERGENCY PEST SERVICES -OLD,Clean Vision Corp,clean vision,sec_current_name
0001391426,EMERGENCY PEST SERVICES -OLD,"Byzen Digital, Inc.",byzen digital,sec_former_name
0001391426,EMERGENCY PEST SERVICES -OLD,"CHINA VITUP HEALTH CARE HOLDINGS, INC.",china vitup health care holdings,sec_former_name
0001397183,IVEDA SOLUTIONS INC,Iveda Corp,iveda,sec_former_name
0001397183,IVEDA SOLUTIONS INC,Charmed Homes Inc.,charmed homes,sec_former_name
0001425627,SOBR SAFE INC,"TransBiotec, Inc.",transbiotec,sec_former_name
0001425627,SOBR SAFE INC,IMAGINE MEDIA LTD,imagine media,sec_former_name
0001449792,PIONEER POWER SOLUTIONS INC,"SIERRA CONCEPTS, INC.",sierra concepts,sec_former_name
0001449792,PIONEER POWER SOLUTIONS INC,SIERRA CONCEPTS,sierra concepts,sec_former_name
0001459188,CHARGING ROBOTICS INC,"FUEL DOCTOR HOLDINGS, INC.",fuel doctor holdings,sec_former_name
0001459188,CHARGING ROBOTICS INC,Silverhill Management Services Inc,silverhill management services,sec_former_name
0001463208,TRANSPORTATION & LOG SYS INC,"Transportation & Logistics Systems, Inc.",transportation logistics systems,sec_current_name
0001463208,TRANSPORTATION & LOG SYS INC,PETROTERRA CORP.,petroterra,sec_former_name
0001463208,TRANSPORTATION & LOG SYS INC,LORAN CONNECTION CORP,loran connection,sec_former_name
0001474167,COSMOS HEALTH INC,Cosmos Holdings Inc.,cosmos,sec_former_name
0001474167,COSMOS HEALTH INC,PRIME ESTATES & DEVELOPMENTS INC,prime estates developments,sec_former_name
0001497230,FYNTECHNICAL INNOVATIONS INC,"SMC Entertainment, Inc.",smc entertainment,sec_current_name
0001497230,FYNTECHNICAL INNOVATIONS INC,SMC Recordings Inc.,smc recordings,sec_former_name
0001499275,GROOVY COMPANY INC,SANTO MINING CORP.,santo mining,sec_current_name
0001499275,GROOVY COMPANY INC,Santo Mining Corp.,santo mining,sec_former_name
0001499275,GROOVY COMPANY INC,Santo Pita Corp,santo pita,sec_former_name
0001501756,ADVERUM BIOTECHNOLOGIES,"Avalanche Biotechnologies, Inc.",avalanche biotechnologies,sec_former_name
0001509223,MOATABLE INC,Renren Inc.,renren,sec_former_name
0001529113,XTI AEROSPACE INC,INPIXON,inpixon,sec_former_name
0001529113,XTI AEROSPACE INC,Sysorex Global,sysorex global,sec_former_name
0001529113,XTI AEROSPACE INC,Sysorex Global Holdings Corp.,sysorex global,sec_former_name
0001530766,STREAMEX CORP,"BioSig Technologies, Inc.",biosig technologies,sec_current_name
0001534708,BEELINE HOLDINGS INC,"Beeline Holdings, Inc.",beeline holdings,sec_current_name
0001534708,BEELINE HOLDINGS INC,"Eastside Distilling, Inc.",eastside distilling,sec_former_name
0001534708,BEELINE HOLDINGS INC,Eurocan Holdings Ltd.,eurocan,sec_former_name
0001575142,"BIOADAPTIVES, INC.",APEX 8 Inc.,apex 8,sec_former_name
0001582554,MATINAS BIOPHARMA HLDGS INC,"Matinas BioPharma Holdings, Inc.",matinas biopharma holdings,sec_current_name
0001589149,GREENWAVE TECHNOLOGY SOL INC,"Greenwave Technology Solutions, Inc.",greenwave technology solutions,sec_current_name
0001589149,GREENWAVE TECHNOLOGY SOL INC,"MassRoots, Inc.",massroots,sec_former_name
0001593184,BIOREGENX INC,"FINDIT, INC.",findit,sec_former_name
0001593184,BIOREGENX INC,"ARTEMIS ENERGY HOLDINGS, INC.",artemis energy holdings,sec_former_name
0001609988,FLOOIDCX CORP,Gripevine Inc.,gripevine,sec_former_name
0001609988,FLOOIDCX CORP,"Baixo Relocation Services, Inc.",baixo relocation services,sec_former_name
0001621906,WESTERN URANM & VNDM CORP,Western Uranium & Vanadium Corp.,western uranium vanadium,sec_current_name
0001621906,WESTERN URANM & VNDM CORP,Western Uranium Corp,western uranium,sec_former_name
0001621906,WESTERN URANM & VNDM CORP,HOMELAND URANIUM INC.,homeland uranium,sec_former_name
0001624517,Yuenglings Ice Cream Corp,Yeunglings Ice Cream Corp,yeunglings ice cream,sec_former_name
0001624517,Yuenglings Ice Cream Corp,"Aureus, Inc.",aureus,sec_former_name
0001624517,Yuenglings Ice Cream Corp,Aureus Inc,aureus,sec_former_name
0001676163,SS INNOVATIONS INTERNATI INC,"SS Innovations International, Inc.",ss innovations international,sec_current_name
0001676163,SS INNOVATIONS INTERNATI INC,"AVRA Medical Robotics, Inc.",avra medical robotics,sec_former_name
0001682265,Onar Holding Corp,"Reliant Holdings, Inc.",reliant holdings,sec_former_name
0001706509,GRAND GALLERY INC,Cosmos Group Holdings Inc.,cosmos,sec_current_name
0001726079,LUCENT INC,"Tipmefast, Inc.",tipmefast,sec_former_name
0001737523,BIONEXUS GENE LAB CORP,BioNexus Gene Lab Coporation,bionexus gene lab coporation,sec_former_name
0001740742,Unicoin Inc.,"TransparentBusiness, Inc.",transparentbusiness,sec_former_name
0001788841,MICROMOBILITY.COM INC,"Helbiz, Inc.",helbiz,sec_former_name
0001788841,MICROMOBILITY.COM INC,GreenVision Acquisition Corp.,greenvision acquisition,sec_former_name
0001812360,FOXO TECHNOLOGIES INC,Delwinds Insurance Acquisition Corp.,delwinds insurance acquisition,sec_former_name
0001826011,BANZAI INTERNATIONAL INC,7GC & Co. Holdings Inc.,7gc co,sec_former_name
0001826667,TRISALUS LIFE SCIENCES INC,MedTech Acquisition Corp,medtech acquisition,sec_former_name
0001840317,VEEA INC,Plum Acquisition Corp. I,plum acquisition corp i,sec_former_name
0001843724,LANZATECH GLOBAL INC,AMCI Acquisition Corp. II,amci acquisition corp ii,sec_former_name
0001849380,ONEMEDNET CORP,Data Knights Acquisition Corp.,data knights acquisition,sec_former_name
0001849820,NAUTICUS ROBOTICS INC,cleantech Acquisition Corp.,cleantech acquisition,sec_former_name
0001852973,BOREALIS FOODS INC,Oxus Acquisition Corp.,oxus acquisition,sec_former_name
0001857086,TRUGOLF HOLDINGS INC,"TruGolf Holdings, Inc.",trugolf holdings,sec_current_name
0001857086,TRUGOLF HOLDINGS INC,Deep Medicine Acquisition Corp.,deep medicine acquisition,sec_former_name
0001862463,ALPHA MODUS HOLDINGS INC,"ALPHA MODUS HOLDINGS, INC.",alpha modus holdings,sec_current_name
0001862463,ALPHA MODUS HOLDINGS INC,"Alpha Modus Holdings, Inc.",alpha modus holdings,sec_former_name
0001862463,ALPHA MODUS HOLDINGS INC,Insight Acquisition Corp. /DE,insight acquisition corp de,sec_former_name
0001865120,BROAD CAPITAL ACQ CORP -REDH,Broad Capital Acquisition Corp,broad capital acquisition,sec_current_name
0001870404,CERO THERAPEUTICS HLDGS INC,"CERO THERAPEUTICS HOLDINGS, INC.",cero therapeutics holdings,sec_current_name
0001870404,CERO THERAPEUTICS HLDGS INC,PHOENIX BIOTECH ACQUISITION CORP.,phoenix biotech acquisition,sec_former_name
0001871638,BLAIZE HOLDINGS INC,"Blaize Holdings, Inc.",blaize holdings,sec_current_name
0001871638,BLAIZE HOLDINGS INC,BurTech Acquisition Corp.,burtech acquisition,sec_former_name
0001883835,ESG INC,PLASMA INNOVATIVE INC.,plasma innovative,sec_former_name
0001889106,ALPHATIME ACQN CORP -REDH,ALPHATIME ACQUISITION CORP,alphatime acquisition,sec_current_name
0001892492,EIGHTCO HOLDINGS INC,"Cryptyde, Inc.",cryptyde,sec_former_name
0001893219,ABPRO HOLDINGS INC,"Abpro Holdings, Inc.",abpro holdings,sec_current_name
0001893219,ABPRO HOLDINGS INC,Atlantic Coastal Acquisition Corp. II,atlantic coastal acquisition corp ii,sec_former_name
0001894057,PAPAYA GROWTH OP COR I -REDH,Papaya Growth Opportunity Corp. I,papaya growth opportunity corp i,sec_current_name
0001894525,APIMEDS PHARMACEUTICA US INC,"Apimeds Pharmaceuticals US, Inc.",apimeds pharmaceuticals us,sec_current_name
0001900520,"Lomond Therapeutics Holdings, Inc.",Venetian-1 Acquisition Corp.,venetian1 acquisition,sec_former_name
0002028355,INFLECTION ACQN CORP V -REDH,Maywood Acquisition Corp.,maywood acquisition,sec_current_name
0000022701,SUNATION ENERGY INC,Pineapple Energy Inc.,pineapple energy,sec_former_name
0000022701,SUNATION ENERGY INC,"Pineapple Holdings, Inc.",pineapple holdings,sec_former_name
0000022701,SUNATION ENERGY INC,COMMUNICATIONS SYSTEMS INC,communications systems,sec_former_name
0000836564,MOSAIC IMMUNOENGINEERING INC,PATRIOT SCIENTIFIC CORP,patriot scientific,sec_former_name
0000836564,MOSAIC IMMUNOENGINEERING INC,PATRIOT FINANCIAL CORP,patriot financial,sec_former_name
0000845819,KONATEL INC,DALA PETROLEUM CORP.,dala petroleum,sec_former_name
0000845819,KONATEL INC,WESTCOTT PRODUCTS CORP,westcott products,sec_former_name
0000855683,MILESTONE SCIENTIFIC INC,MILESTONE SCIENTIFIC INC/NJ,milestone scientific incnj,sec_former_name
0000855683,MILESTONE SCIENTIFIC INC,U S OPPORTUNITY SEARCH INC,u s opportunity search,sec_former_name
0000894871,ARENA GROUP HLDNGS INC (THE),"Arena Group Holdings, Inc.",arena group holdings,sec_current_name
0000894871,ARENA GROUP HLDNGS INC (THE),"theMaven, Inc.",themaven,sec_former_name
0000894871,ARENA GROUP HLDNGS INC (THE),"THEMAVEN, INC.",themaven,sec_former_name
0000894871,ARENA GROUP HLDNGS INC (THE),INTEGRATED SURGICAL SYSTEMS INC,integrated surgical systems,sec_former_name
0000896493,HYPERSCALE DATA INC,"Ault Alliance, Inc.",ault alliance,sec_former_name
0000896493,HYPERSCALE DATA INC,"BitNile Holdings, Inc.",bitnile holdings,sec_former_name
0000896493,HYPERSCALE DATA INC,"Ault Global Holdings, Inc.",ault global holdings,sec_former_name
0000908259,ONCOTELIC THERAPEUTICS INC,MATEON THERAPEUTICS INC,mateon therapeutics,sec_former_name
0000908259,ONCOTELIC THERAPEUTICS INC,OXIGENE INC,oxigene,sec_former_name
0000923601,ALGORHYTHM HOLDINGS INC,"Algorhythm Holdings, Inc.",algorhythm holdings,sec_current_name
0000923601,ALGORHYTHM HOLDINGS INC,SINGING MACHINE CO INC,singing machine,sec_former_name
0000943535,WORLD HEALTH ENERGY HOLDINGS,"WORLD HEALTH ENERGY HOLDINGS, INC.",world health energy holdings,sec_current_name
0000943535,WORLD HEALTH ENERGY HOLDINGS,ADVANCED PLANT PHARMACEUTICALS INC,advanced plant pharmaceuticals,sec_former_name
0000946486,WINDTREE THERAPEUTICS INC,WINDTREE THERAPEUTICS INC /DE/,windtree therapeutics inc de,sec_current_name
0000946486,WINDTREE THERAPEUTICS INC,DISCOVERY LABORATORIES INC /DE/,discovery laboratories inc de,sec_former_name
0000946486,WINDTREE THERAPEUTICS INC,ANSAN PHARMACEUTICALS INC,ansan pharmaceuticals,sec_former_name
0000946486,WINDTREE THERAPEUTICS INC,ANSAN INC,ansan,sec_former_name
0001084475,VIDEO RIVER NETWORKS INC,NIGHTHAWK SYSTEMS INC,nighthawk systems,sec_former_name
0001084475,VIDEO RIVER NETWORKS INC,PEREGRINE INC,peregrine,sec_former_name
0001084475,VIDEO RIVER NETWORKS INC,LSI COMMUNICATIONS INC,lsi communications,sec_former_name
0001358633,SENTIENT BRANDS HOLDINGS INC,"Intelligent Buying, Inc.",intelligent buying,sec_former_name
0001375793,METALERT INC,GTX CORP,gtx,sec_former_name
0001375793,METALERT INC,DEEAS RESOURCES INC.,deeas resources,sec_former_name
0001689084,QRONS INC,BIOLABMART INC.,biolabmart,sec_former_name
0001802450,MSP RECOVERY INC,Lionheart Acquisition Corp. II,lionheart acquisition corp ii,sec_former_name
0001802450,MSP RECOVERY INC,Lionheart Acquisition Corp.,lionheart acquisition,sec_former_name
0001817511,SOCIETY PASS INC,SOCIETY PASS INCORPORATED.,society pass incorporated,sec_current_name
0001825452,ONFOLIO HOLDINGS INC,"Onfolio Holdings, Inc",onfolio holdings,sec_current_name
